id,expression
E065_156787,-0.46407712
E065_147576,-0.40556538
E065_146221,-0.54768586
E065_89063,-0.8883955
E065_107742,-0.5101272
E065_111725,-0.3864935
E065_186439,0.41018116
E065_171051,-0.40080434
E065_206538,0.7621064
E065_204060,-0.5527711
E065_157303,0.03930162
E065_197822,-0.44491374
E065_112053,0.10268812
E065_176293,-0.011886433
E065_198010,-0.1093758
E065_184635,-0.30891493
E065_104419,-0.34942293
E065_150773,-0.42511052
E065_147485,-0.20113784
E065_77150,-0.49084985
E065_165716,-0.24167973
E065_203684,-0.56877524
E065_188305,0.2018287
E065_204381,-0.64508814
E065_185097,-0.47435427
E065_49089,-0.48232377
E065_82153,1.9544545
E065_135773,-0.22467655
E065_163795,-0.829836
E065_136982,-0.83632916
E065_129946,-0.542247
E065_196976,-0.6263309
E065_185291,-0.3175838
E065_149923,-0.658005
E065_256683,-0.43943805
E065_123643,-0.29518884
E065_125954,-0.001320228
E065_22567,0.17647718
E065_144741,-0.046784177
E065_255062,-0.7444919
E065_120054,-0.09736066
E065_86200,-0.53095
E065_197763,-0.14936966
E065_188888,-0.36380386
E065_170379,-0.48866832
E065_169607,-0.54110706
E065_176542,0.08955388
E065_163131,-0.029932365
E065_233527,0.31309676
E065_164434,-0.30774483
E065_186522,0.26517385
E065_162804,0.8893045
E065_181392,-0.36513853
E065_179909,0.75401646
E065_118322,-0.47342288
E065_152382,-0.4946217
E065_168575,0.6156615
E065_117069,0.3803804
E065_224712,-0.48866832
E065_82781,0.23112832
E065_10818,0.3760891
E065_174950,-0.2615513
E065_99250,1.029796
E065_122873,-0.21395038
E065_107679,-0.9765752
E065_112972,-0.19430432
E065_198062,-0.43780255
E065_127325,-0.4046226
E065_151718,-0.2530017
E065_185056,-0.06516114
E065_102098,-0.53216577
E065_46651,-0.5928696
E065_125652,-0.5417243
E065_215529,-0.061201833
E065_164256,-0.49480933
E065_138768,-0.082630366
E065_205413,-0.27792057
E065_125637,-0.45229948
E065_140465,-0.17736228
E065_123143,0.39618158
E065_197696,-0.7020969
E065_149532,-0.5549128
E065_64932,0.662288
E065_66697,-0.537752
E065_169946,0.7267034
E065_103222,1.5091348
E065_168894,-0.19102715
E065_87495,-0.22097825
E065_8710,0.045181215
E065_178404,0.8166909
E065_149575,-0.4784816
E065_162522,-0.3545347
E065_112576,-0.25698686
E065_259664,0.10434006
E065_163874,1.0576861
E065_173213,-0.43829346
E065_181355,-0.20565149
E065_142512,0.025328562
E065_78098,1.9051145
E065_117899,-0.5233145
E065_166086,-0.34099334
E065_115762,-0.58317405
E065_11243,-0.51575345
E065_143437,0.26236534
E065_83750,0.15024917
E065_166452,-0.19526306
E065_136872,-0.29256314
E065_83457,0.120569244
E065_172053,-0.8739999
E065_169223,-0.5281733
E065_171056,-0.60951406
E065_175595,-0.24241683
E065_185565,-0.35828435
E065_168394,0.08682965
E065_106723,-0.54480475
E065_143845,-0.16344786
E065_115607,-0.18189552
E065_197446,-0.17513081
E065_111845,-0.7287585
E065_136688,-0.6063448
E065_122176,0.53308976
E065_137513,-0.55567855
E065_153815,-0.54643476
E065_100897,-0.56419075
E065_82175,0.17686634
E065_102763,-0.22054817
E065_119723,-0.4676177
E065_138069,-0.1774977
E065_131381,0.24830939
E065_137821,0.32546842
E065_74590,1.1135225
E065_242441,-0.2585074
E065_181523,-0.21642074
E065_102802,1.3553758
E065_182544,0.17237706
E065_105339,-0.050233766
E065_74219,-0.7863449
E065_186020,0.12455337
E065_213619,-0.56633157
E065_63176,-0.6414495
E065_174238,0.6180545
E065_177917,-0.6186399
E065_237541,-0.30289868
E065_171487,-0.2958808
E065_160408,0.044673026
E065_99385,-0.71173245
E065_142864,-0.3071616
E065_136052,0.9581963
E065_115839,0.62647843
E065_198937,-0.518276
E065_93167,-0.029704884
E065_105135,-0.639243
E065_92439,-0.63931423
E065_204524,-0.46624804
E065_155324,-0.06385969
E065_166526,-0.5739979
E065_184697,2.771992
E065_175003,0.6767963
E065_204790,-0.45032376
E065_138942,0.084711894
E065_25293,0.39079934
E065_171840,-0.42686015
E065_102317,-0.565513
E065_100298,-0.17538947
E065_16082,0.26564586
E065_49769,-0.66051465
E065_148803,-0.493832
E065_185112,0.06232758
E065_189325,-0.25164992
E065_165091,-0.18176395
E065_197951,-0.26691872
E065_255561,-0.49365932
E065_176165,1.5000566
E065_167550,-0.6809033
E065_180257,0.2822913
E065_214013,-0.586956
E065_183044,-0.5252918
E065_204848,-0.4653057
E065_223953,0.08403744
E065_163902,-0.4587056
E065_125726,-0.5451679
E065_159720,-0.6257232
E065_138185,-0.57859915
E065_162643,-0.43515074
E065_156804,1.3761383
E065_243989,-0.65777385
E065_116871,2.2190642
E065_102302,-0.50910527
E065_183844,-0.28543425
E065_163694,0.57964945
E065_168268,-0.52762544
E065_160050,-0.5942505
E065_57657,-0.76081127
E065_215067,-0.24474066
E065_137496,-0.012505636
E065_131002,0.053169206
E065_175866,-0.123154715
E065_148606,-0.6575817
E065_124541,-0.5710473
E065_206530,-0.19573277
E065_133275,0.1495897
E065_197603,-0.502927
E065_171217,-0.035393745
E065_103485,-0.31031555
E065_165238,-0.5501749
E065_148143,0.08578332
E065_204962,-0.3347119
E065_124466,-0.52617973
E065_162231,-0.61008537
E065_168078,-0.40616804
E065_173852,0.33103085
E065_174899,-0.49282926
E065_118503,-0.4987201
E065_136448,-0.8139623
E065_104112,-0.237728
E065_166471,-0.34584817
E065_159217,-0.5315421
E065_169116,-0.60858077
E065_169727,-0.6796537
E065_101166,-0.60115653
E065_92096,-0.5865931
E065_99625,-0.49650782
E065_135127,-0.60587406
E065_106400,-0.5420406
E065_143921,-0.16608237
E065_149503,-0.52336
E065_108602,-0.19407535
E065_198089,-0.025678977
E065_116882,-0.40222353
E065_115252,-0.42307898
E065_116191,-0.3730114
E065_226174,-0.48562676
E065_253831,-0.2580693
E065_159596,-0.2684391
E065_160223,-0.5939908
E065_84070,-0.33772928
E065_65243,-0.9057943
E065_181135,-0.4306545
E065_103067,-0.5574681
E065_198336,0.29005688
E065_125966,-0.61436474
E065_126368,1.3325421
E065_71054,1.2398112
E065_100505,-0.3759529
E065_77935,-0.3523723
E065_110031,-0.27280325
E065_124145,0.2828071
E065_259272,-0.72891974
E065_159761,-0.5254443
E065_196663,-0.6296886
E065_100426,-0.27535105
E065_205233,-0.42124903
E065_182687,-0.5456948
E065_116005,0.05326514
E065_129422,-0.6178813
E065_154553,1.5432832
E065_100796,0.6191665
E065_163050,-0.060462132
E065_131871,-0.8482755
E065_111729,-0.035438344
E065_181585,0.025215626
E065_102471,-0.43943566
E065_183346,0.25767517
E065_71553,-0.5055515
E065_183495,-0.5640665
E065_214814,-0.32979447
E065_115419,0.83512485
E065_182952,-0.27491853
E065_138078,-0.5521467
E065_121060,-0.6798242
E065_107447,-0.37839133
E065_213599,-0.54979277
E065_124664,0.24823685
E065_255423,0.13294525
E065_253304,0.099778816
E065_177731,0.0063273907
E065_151575,-0.3099224
E065_228716,-0.8944421
E065_164002,-0.5741067
E065_164180,0.15586977
E065_176302,-0.46667135
E065_132669,0.44131887
E065_184343,-0.30591467
E065_159788,-0.15852422
E065_122779,-0.6661338
E065_107872,-0.44212282
E065_174792,-0.40166992
E065_222000,-0.27552062
E065_170322,-0.65981674
E065_166377,-0.53706765
E065_213551,-0.48079997
E065_172197,-0.6648765
E065_188959,-0.09269586
E065_39650,-0.52408236
E065_8324,-0.9480576
E065_77044,-0.15112369
E065_170074,-0.41875613
E065_110042,-0.5443055
E065_242247,0.3629865
E065_26559,-0.69828665
E065_138738,-0.34904832
E065_134108,-0.65429723
E065_86619,-0.48961645
E065_121691,-0.608482
E065_140519,-0.4655456
E065_132122,-0.65933645
E065_152256,-0.2523116
E065_173039,-0.7152347
E065_101180,-0.8196037
E065_239697,-0.7178133
E065_177042,-0.60413927
E065_156206,0.6361581
E065_100522,-0.6209307
E065_90316,0.29126936
E065_188130,-0.19832417
E065_100241,-0.22629187
E065_228727,0.25863284
E065_171448,-0.6957822
E065_124613,0.071744844
E065_129673,-0.5407262
E065_158955,-0.41396284
E065_152217,-0.4682626
E065_82212,-0.61795634
E065_144455,-0.5663605
E065_174990,-0.1936754
E065_144771,-0.39740467
E065_161021,-0.59649783
E065_132965,-0.3255365
E065_32444,-0.7033702
E065_178033,0.6349889
E065_71889,-0.76791155
E065_180479,-0.45334178
E065_116138,-0.7985842
E065_179057,0.1393209
E065_177464,-0.81071115
E065_185010,-0.61091006
E065_179546,-0.025405124
E065_129214,-0.6959392
E065_169515,1.3137548
E065_197016,0.14061041
E065_145920,-0.35086474
E065_184227,-0.49148285
E065_75089,-0.35504714
E065_148814,-0.3173817
E065_184949,-0.69012856
E065_131149,0.07489972
E065_143786,0.43782115
E065_135912,-0.44955373
E065_147168,-0.42619768
E065_118971,1.673576
E065_146094,0.312545
E065_164393,0.0787306
E065_83067,-0.30173025
E065_142973,-0.44977027
E065_177576,-0.44498694
E065_8118,-0.5253645
E065_105821,-0.5140909
E065_151967,0.36945444
E065_147118,-0.48492807
E065_102468,0.6485003
E065_72210,1.8381516
E065_160972,-0.7106575
E065_115548,0.78893185
E065_114279,-0.20572549
E065_170917,-0.3168143
E065_139719,-1.006672
E065_256530,-0.61714715
E065_215277,-0.027672276
E065_99999,-0.30747363
E065_197170,-0.43931842
E065_168993,-0.8276686
E065_159216,-0.46137685
E065_179918,-0.4874071
E065_165164,-0.09855188
E065_160321,-0.33145225
E065_172936,-0.28030884
E065_160111,-0.52677554
E065_104879,0.25263423
E065_197111,-0.5693593
E065_123545,-0.36738685
E065_145113,0.14712803
E065_135436,0.33021694
E065_147526,0.7939199
E065_166136,0.047248617
E065_33100,-0.57953566
E065_213512,-0.04435946
E065_119408,1.4506321
E065_7866,0.44260055
E065_184895,-0.40932977
E065_188124,-0.32727626
E065_176393,-0.6992493
E065_253258,0.010751888
E065_42980,-0.4213984
E065_140043,-0.49667203
E065_170373,-0.48518324
E065_61676,0.6011682
E065_145934,0.21421687
E065_139155,-0.1826765
E065_176771,-0.5090152
E065_172345,-0.3181194
E065_104549,0.8016393
E065_120899,0.09968124
E065_144724,1.1892304
E065_167383,-0.45609552
E065_180611,0.264099
E065_184029,-0.3416146
E065_162998,0.41644263
E065_253320,-0.8047714
E065_187720,-0.21886805
E065_160688,-0.6782641
E065_196581,-0.75715065
E065_124574,-0.5363562
E065_106610,-0.76456034
E065_144668,1.0275303
E065_146409,-0.32897568
E065_157107,-0.22106326
E065_174255,-0.39278293
E065_180376,-0.39675125
E065_162722,-0.47515297
E065_63854,-0.61190504
E065_167037,0.114918396
E065_181090,-0.4099786
E065_117640,-0.4467911
E065_80224,-0.040380612
E065_44524,0.2238826
E065_108932,-0.8287316
E065_162882,0.46183395
E065_132357,-0.4289645
E065_125207,-0.5489321
E065_101200,-0.43939513
E065_168509,-0.5072757
E065_110497,-0.30573976
E065_114544,0.26559967
E065_77420,-0.46461695
E065_172244,-0.66772556
E065_188313,-0.3051492
E065_176731,-0.62473977
E065_106636,-0.26346081
E065_137801,-0.22393224
E065_133246,-0.15482232
E065_214871,-0.30130422
E065_167635,-0.4221233
E065_134917,0.39613068
E065_158246,0.21176426
E065_157542,-0.61341184
E065_169951,-0.74196315
E065_120158,-0.23828194
E065_65600,-0.55949265
E065_36054,-0.053883374
E065_170236,-0.23490259
E065_196497,-0.1587134
E065_164543,0.57115006
E065_214021,-0.6237643
E065_104973,-0.11598208
E065_88038,-0.43592477
E065_107736,-0.59462875
E065_14138,-0.53015035
E065_163069,-0.353666
E065_121406,-0.13919808
E065_81052,1.003937
E065_143434,-0.7284972
E065_144848,-0.6514393
E065_115902,0.66073424
E065_168671,-0.42538488
E065_116754,0.42703825
E065_246223,-0.48802602
E065_139044,0.24222092
E065_182405,-0.6854152
E065_127554,-0.73472375
E065_197813,0.30515212
E065_198021,-0.41078472
E065_151917,1.2143396
E065_103544,-0.5457127
E065_167779,0.4221108
E065_204231,-0.16677238
E065_86598,-0.68046784
E065_86544,0.09193669
E065_165409,-0.2486707
E065_198435,-0.8178115
E065_142188,-0.5604526
E065_176595,-0.39787084
E065_218416,-0.054562688
E065_188785,0.10842092
E065_169297,-0.473235
E065_173452,0.46199787
E065_106355,-0.5527083
E065_221857,0.5603242
E065_134873,-0.32050127
E065_109132,-0.6315524
E065_100034,0.036561474
E065_204828,-0.48866832
E065_130227,-0.5419854
E065_143761,0.6640941
E065_204439,0.0012417138
E065_168612,-0.45368773
E065_179938,-0.37963545
E065_171723,0.74032104
E065_186377,-0.1913602
E065_10318,-0.7858916
E065_116299,-0.6904902
E065_184164,-0.6087468
E065_60566,-0.18848777
E065_205755,-0.37088138
E065_169836,-0.30526653
E065_166263,-0.5866148
E065_134775,-0.42307848
E065_31081,-0.19544497
E065_167880,-0.021864623
E065_144476,1.659507
E065_182636,-0.3490215
E065_80371,-0.6385969
E065_213199,0.08172135
E065_227164,-0.40173155
E065_168003,-0.72173554
E065_65183,-0.66969705
E065_108278,-0.6153886
E065_184967,-0.7972577
E065_182809,1.667085
E065_144671,0.28135145
E065_175520,-0.39761406
E065_117152,1.1880205
E065_111860,-0.32132217
E065_186480,-0.32668963
E065_218328,-0.490017
E065_142751,-0.43850052
E065_89248,-0.39099663
E065_189275,-0.2880672
E065_116815,-0.40318805
E065_184916,-0.06563408
E065_136158,0.30688745
E065_171357,-0.4741254
E065_235878,0.9666045
E065_153233,-0.35312676
E065_213859,0.14956151
E065_28839,-0.5797912
E065_136542,0.0457619
E065_85231,-0.8958994
E065_141741,-0.614794
E065_168830,-0.36147738
E065_123240,0.5292297
E065_113100,-0.44435924
E065_124422,0.040666535
E065_110975,-0.47738582
E065_186998,-0.27675337
E065_111665,-0.7268941
E065_141556,-0.64455354
E065_250038,-0.3011279
E065_168517,-0.5127222
E065_125124,0.18425237
E065_164654,-0.3362084
E065_145911,-0.4271022
E065_72135,-0.7123406
E065_178105,-0.055831403
E065_137575,1.282402
E065_232859,-0.5635901
E065_165060,-0.5844596
E065_167705,-0.33744276
E065_173281,1.278581
E065_153551,-0.6832862
E065_179002,-0.0705138
E065_257046,-0.3710705
E065_140682,-0.029858217
E065_107165,-0.29946133
E065_160948,-0.7455203
E065_159917,0.031076968
E065_170122,-0.38837326
E065_255154,0.003149867
E065_90863,-0.72141707
E065_152672,-0.2888199
E065_102554,0.40493286
E065_185842,-0.2972679
E065_180694,-0.5185504
E065_155506,-0.13260485
E065_101337,-0.64543885
E065_129245,-0.07184297
E065_173467,0.04659359
E065_104524,-0.5160583
E065_181061,-0.37268114
E065_186281,-0.48866832
E065_114353,-0.69787765
E065_164626,-0.6893663
E065_107937,-0.19357458
E065_236446,-0.38851064
E065_164418,-0.32152387
E065_206483,0.23201098
E065_145284,-0.5031967
E065_104687,-0.60166633
E065_6704,-0.44046885
E065_115649,-0.0003169626
E065_159263,-0.8175164
E065_60656,-0.70825946
E065_119537,-0.5001193
E065_248713,0.39036477
E065_159461,-0.26021177
E065_158195,-0.0033232272
E065_183150,-0.40712416
E065_111186,-0.68518233
E065_221887,-0.5890609
E065_166341,-0.23257342
E065_188921,-0.42118403
E065_155287,-0.66941416
E065_184347,0.3544402
E065_115170,-0.4023789
E065_112701,-0.35825074
E065_67840,-0.44020486
E065_175215,2.5890412
E065_136205,2.0765035
E065_107185,-0.068115324
E065_197579,-0.05723037
E065_176022,-0.55125666
E065_166105,-0.44865358
E065_158869,0.08368079
E065_160410,-0.6894001
E065_136573,-0.5227786
E065_143919,-0.38597506
E065_170632,-0.34624332
E065_101871,0.66625893
E065_187595,-0.37784424
E065_256713,-0.37032884
E065_186166,-0.7368621
E065_160844,-0.03840582
E065_165186,-0.4918295
E065_229729,-0.55426824
E065_85274,-0.6829851
E065_204661,-0.33384764
E065_122705,-0.574631
E065_136738,-0.7534126
E065_182175,-0.6839887
E065_93100,-0.19118032
E065_146215,-0.51315796
E065_100603,-0.6830145
E065_100578,-0.67559266
E065_113889,-0.3843732
E065_126759,-0.4165516
E065_196504,-0.60175514
E065_204533,-0.022647366
E065_163644,1.2822348
E065_142224,-0.28709665
E065_162639,-0.6697728
E065_164916,-0.28266296
E065_158887,-0.0757795
E065_112319,1.0520445
E065_148672,-0.6014248
E065_48162,-0.8494587
E065_102230,-0.43556845
E065_173905,0.55445325
E065_173917,1.9808477
E065_113209,0.16192506
E065_213799,-0.4560175
E065_178110,-0.7583282
E065_205177,-0.4081922
E065_161920,-0.5619266
E065_116991,-0.027271852
E065_139726,-0.77350456
E065_167315,-0.85216516
E065_153786,-0.67895865
E065_185055,-0.20695399
E065_120549,-0.6782521
E065_196407,-0.22690144
E065_185163,-0.89038634
E065_138363,-0.53486085
E065_178752,-0.6167584
E065_116266,-0.53605896
E065_80200,0.11309062
E065_143774,0.7184707
E065_198053,0.54098135
E065_107611,-0.46624047
E065_162989,0.49811083
E065_167985,-0.42917106
E065_119326,-0.4170527
E065_133028,-0.7634779
E065_158467,-0.66414815
E065_213030,-0.36885738
E065_197497,-0.1490018
E065_85998,-0.20526522
E065_145506,-0.54818684
E065_246366,0.14430098
E065_259363,-0.13382429
E065_169393,-0.4808269
E065_196312,-0.03749703
E065_162063,-0.8634413
E065_175155,0.16346733
E065_126243,-0.3705824
E065_106560,-0.09535551
E065_112902,0.81989574
E065_185043,-0.9110166
E065_159189,-0.12566824
E065_181722,-0.16521451
E065_6007,-0.48865002
E065_197172,-0.4268875
E065_131196,-0.5349543
E065_104938,-0.2923341
E065_233812,-0.39268446
E065_134996,-0.6531096
E065_104872,-0.4222917
E065_116120,-0.4830842
E065_136986,-0.21263562
E065_107815,-0.69999087
E065_196872,-0.5729426
E065_138315,-0.43416435
E065_116574,1.5698345
E065_164932,0.8308042
E065_160214,-0.70623803
E065_183876,0.13042174
E065_70190,-0.24752998
E065_123388,-0.8268893
E065_119778,-0.6426526
E065_115339,0.37903345
E065_68394,-0.78871596
